time,station,uid,pm2.5,pm10,no2
2026-02-24 22:00:00,"telaviva; Yoseftal Train - Gush Dan, Israel (ישראל,רכבת יוספטל, גוש דן)",9990,63.0,0.0,17.4
2026-02-24 22:00:00,"telaviva; The Peace Train - Gush Dan, Israel (ישראל,רכבת השלום, גוש דן)",9992,61.0,0.0,27.6
2026-02-24 22:00:00,"telaviva; The Haganah Train - Gush Dan, Israel (ישראל,רכבת ההגנה, גוש דן)",9989,59.0,0.0,30.5
2026-02-24 22:00:00,"telaviva; Komemiyut Train Station - Gush Dan, Israel (ישראל,רכבת קוממיות, גוש דן)",9991,59.0,0.0,11.3
2026-02-24 22:00:00,"telaviva; Or Yehuda - inner plain, Israel (ישראל,אור יהודה, שפלה פנימית)",9987,50.0,0.0,10.9
2026-02-24 22:00:00,"telaviva; Levinsky, Tel Aviv Metropolitan Area, Israel (ישראל,לוינסקי, גוש דן)",11911,36.0,22.0,21.5
2026-02-24 22:00:00,"telaviva; Through the D'', Gush Dan, Israel (ישראל,דרך פ''ת, גוש דן)",2963,45.0,0.0,15.9
2026-02-24 22:00:00,"telaviva; Antokolski Gush Dan, Israel (ישראל,אנטוקולסקי, גוש דן)",2962,35.0,0.0,6.8
2026-02-24 22:00:00,"telaviva; Dan, Japheth Jaffa, Israel (ישראל,יפת יפו, גוש דן)",2987,23.0,9.0,0.6
2026-02-24 22:00:00,"telaviva; Urban D, Gush Dan, Israel (ישראל,עירוני ד, גוש דן)",2960,24.0,9.0,12.4
2026-02-24 22:00:00,"telaviva; Holon, Gush Dan, Israel (ישראל,חולון, גוש דן)",2958,21.0,9.0,9.9
2026-02-24 22:00:00,"telaviva; Hint, Gush Dan, Israel (ישראל,רמז, גוש דן)",2964,25.0,9.0,24.8
2026-02-24 22:00:00,"telaviva; Highway 4, Gush Dan, Israel (ישראל,כביש 4, גוש דן)",2959,14.0,9.0,26.4
2026-02-24 22:00:00,"telaviva; Mobile stations 4, Israel (ישראל,ניידת4, תחנות ניידות)",8894,50.0,0.0,8.8
2026-02-24 23:00:00,"Pirot, Serbia",14562,105.0,36.0,10.1
2026-02-24 23:00:00,"Bdul Bucuresti, Baia Mare, Romania",4181,0.0,10.0,9.4
2026-02-24 23:00:00,"Str. I Bulbuca, Timişoara, Romania",7661,40.0,11.0,26.5
2026-02-24 23:00:00,"Zona Pasaj Micalaca, Arad, Romania",6835,0.0,9.0,29.3
2026-02-24 23:00:00,"Putnok, Putnok, Hungary",3356,0.0,39.0,3.4
2026-02-24 23:00:00,"DC-86, Năvodari, Romania",4172,0.0,23.0,9.6
2026-02-24 23:00:00,"Szolnok, Szolnok, Hungary",3358,0.0,11.0,0.0
2026-02-24 23:00:00,"SNP, Krompachy, Slovakia",3144,13.0,6.0,1.9
2026-02-24 23:00:00,"Starachowice, ul. Złota, Poland",14913,43.0,13.0,0.0
2026-02-24 23:00:00,"Str. Baile Jigodin, Miercurea Ciuc, Romania",7652,0.0,15.0,1.1
2026-02-24 23:00:00,"Calea Macin, Isaccea, Romania",4188,0.0,24.0,6.7
2026-02-24 23:00:00,"Comuna Ungheni, Ungheni, Romania",8587,0.0,27.0,4.1
2026-02-24 23:00:00,"Kragujevac, Serbia",14789,37.0,15.0,7.6
2026-02-24 23:00:00,"Str. Războieni, Bacău, Romania",7645,0.0,26.0,6.0
2026-02-24 23:00:00,"Str. Gării, Mediaş, Romania",4187,0.0,13.0,4.3
2026-02-24 23:00:00,"Comuna Valiug, Semenic, Romania",6855,0.0,12.0,2.6
2026-02-24 23:00:00,"Krosno-Kletówki-WIOS, Poland",14678,44.0,11.0,0.0
2026-02-24 23:00:00,"Beograd Surčin, Serbia",14787,58.0,17.0,8.1
2026-02-24 23:00:00,"Bdul. Dacia, Oradea, Romania",6837,0.0,30.0,4.4
2026-02-24 23:00:00,"Dębica-Grottgera-WIOS, Poland",13039,28.0,7.0,0.0
2026-02-24 23:00:00,"Ursynów, Warszawa, Mazowieckie, Poland",3392,53.0,13.0,11.2
2026-02-24 23:00:00,"Pančevo Vatrog dom, Serbia",8817,51.0,12.0,15.4
2026-02-24 23:00:00,"Novi Pazar, Serbia",12894,152.0,53.0,14.5
2026-02-24 23:00:00,"Str. Castanilor, Braşov, Romania",7646,0.0,8.0,1.9
2026-02-24 23:00:00,"Aleea Castanilor, Copşa Mică, Romania",6871,0.0,23.0,3.9
2026-02-24 23:00:00,"Str. M. Kogălniceanu, Sebeş, Romania",6830,0.0,16.0,4.9
2026-02-24 23:00:00,"Comuna Sinandrei, Sinandrei, Romania",4189,0.0,18.0,8.7
2026-02-24 23:00:00,"Comuna Tetchea, Tetchea, Romania",6839,0.0,28.0,7.0
2026-02-24 23:00:00,"Str. Decebal, Medgidia, Romania",4175,0.0,23.0,2.7
2026-02-24 23:00:00,"T. G. Masaryka, Trebisov, Slovakia",13830,21.0,7.0,1.9
2026-02-24 23:00:00,"Jesenskeho, Jelsava, Slovakia",3116,97.0,42.0,3.7
2026-02-24 23:00:00,"Kielce, ul. Targowa 3, Poland",14911,49.0,13.0,4.5
2026-02-24 23:00:00,"Amurska, Kosice, Slovakia",3111,30.0,5.0,0.0
2026-02-24 23:00:00,"Beograd Barajevo, Serbia",14780,51.0,14.0,1.0
2026-02-24 23:00:00,"Bd Mihai Eminescu, Botoşani, Romania",4168,0.0,15.0,6.4
2026-02-24 23:00:00,"Str. Hipodromului, Sibiu, Romania",6870,0.0,11.0,11.1
2026-02-24 23:00:00,"Str. Lalelelor, Alba Iulia, Romania",4162,0.0,20.0,3.8
2026-02-24 23:00:00,"Bdul Unirii, Baia Mare, Romania",4182,0.0,14.0,11.4
2026-02-24 23:00:00,"IGPAN, Belsk, Mazowieckie, Poland",3396,0.0,5.0,3.1
2026-02-24 23:00:00,"Şoseaua Constanţei, Mangalia, Romania",4173,0.0,20.0,4.3
2026-02-24 23:00:00,"Str. Vlad Ţepeş, Târgovişte, Romania",6851,0.0,17.0,27.9
2026-02-24 23:00:00,"Beograd Mladenovac, Serbia",14784,71.0,27.0,7.9
2026-02-24 23:00:00,"Comuna Sânpetru, Sânpetru, Romania",4191,0.0,14.0,2.1
2026-02-24 23:00:00,"Str. Parcului, Bistriţa, Romania",8578,0.0,20.0,5.9
2026-02-24 23:00:00,"Str. Nufărului, Oradea, Romania",6838,0.0,16.0,16.4
2026-02-24 23:00:00,"Nam. slobody, Humenne, Slovakia",3126,38.0,3.0,4.2
2026-02-24 23:00:00,"Miskolc Lavotta, Miskolc, Hungary",3353,0.0,15.0,0.0
2026-02-24 23:00:00,"Zegrzyńska, Legionowo, Mazowieckie, Poland",4748,62.0,17.0,5.3
2026-02-24 23:00:00,"Zamość, Poland",6481,40.0,10.0,3.1
2026-02-24 23:00:00,"str. Principala, Buchin, Romania",4171,0.0,19.0,22.6
2026-02-24 23:00:00,"Miskolc Alföldi, Miskolc, Hungary",8649,97.0,35.0,0.0
2026-02-24 23:00:00,"EMEP, AU SAV, Stara Lesna, Slovakia",3127,17.0,3.0,1.9
2026-02-24 23:00:00,"Tarnów-ul. Ks. Romana Sitko, Małopolska, Poland",8690,37.0,11.0,4.7
2026-02-24 23:00:00,"Beograd Zemun Ugrinovačka, Serbia",14788,83.0,35.0,16.7
2026-02-24 23:00:00,"Str. Piata Victoriei, Ploieşti, Romania",6868,0.0,18.0,9.6
2026-02-24 23:00:00,"Str. Lunca Oltului, Sfântu Gheorghe, Romania",8579,0.0,11.0,3.5
2026-02-24 23:00:00,"Zeleznicna, Poprad, Slovakia",13827,13.0,7.0,11.5
2026-02-24 23:00:00,"Pod Vinbargom, Bardejov, Slovakia",13822,21.0,6.0,1.4
2026-02-24 23:00:00,"Nowy Sącz, Małopolska, Poland",3404,31.0,9.0,5.2
2026-02-24 23:00:00,"Roosevelta, Żyrardów, Mazowieckie, Poland",3395,44.0,12.0,0.3
2026-02-24 23:00:00,"Devnya - Izvorite, Bulgaria",10567,0.0,24.0,7.2
2026-02-24 23:00:00,"Obrenovac Centar, Serbia",9254,98.0,47.0,21.8
2026-02-24 23:00:00,"Str. Vasile Alecsandri, Târgu Jiu, Romania",8581,79.0,25.0,13.2
2026-02-24 23:00:00,"Str. Carpati, Deva, Romania",7651,0.0,20.0,8.6
2026-02-24 23:00:00,"str. Dorobanti, Nadlac, Romania",6836,0.0,10.0,7.8
2026-02-24 23:00:00,"Dobrich - OU Han Asparuh, Bulgaria",10565,0.0,10.0,0.0
2026-02-24 23:00:00,"Tochtermana, Radom, Mazowieckie, Poland",3393,62.0,21.0,5.6
2026-02-24 23:00:00,"Pančevo Starčevo, Serbia",8762,48.0,13.0,6.4
2026-02-24 23:00:00,"M.R.Stefanika, Vranov nad Top., Slovakia",3131,34.0,6.0,6.9
2026-02-24 23:00:00,"Vratsa - ZHP Gara, Bulgaria",10561,0.0,8.0,3.1
2026-02-24 23:00:00,"Str. Traian, Galaţi, Romania",7650,0.0,22.0,4.1
2026-02-24 23:00:00,"Borsukowizna-Wiejska, Poland",11817,3.0,1.0,0.3
2026-02-24 23:00:00,"Nowiny ul. Parkowa, Poland",6550,0.0,9.0,4.4
2026-02-24 23:00:00,"Beograd Ada Marina, Serbia",14779,76.0,25.0,15.5
2026-02-24 23:00:00,"Str. Industriei, Urziceni, Romania",6860,0.0,22.0,8.8
2026-02-24 23:00:00,"Str. Izvoare, Bacău, Romania",4165,0.0,13.0,6.9
2026-02-24 23:00:00,"Aleea Biciclistilor, Hunedoara, Romania",6859,0.0,20.0,13.2
2026-02-24 23:00:00,"Str. Libertăţii, Târgu Mureş, Romania",6865,0.0,27.0,3.3
2026-02-24 23:00:00,"Str. Drumul Taberei, Drumul Taberei, Romania",7656,0.0,20.0,28.7
2026-02-24 23:00:00,"Kraków, os. Wadów, Małopolska, Poland",10041,30.0,8.0,4.8
2026-02-24 23:00:00,"Str. Han Tatar, Iasi, Romania",4180,0.0,30.0,4.2
2026-02-24 23:00:00,"Jarosław-PWSTE-WIOS, Poland",13040,22.0,6.0,0.0
2026-02-24 23:00:00,"Targówek, Warszawa, Mazowieckie, Poland",3391,52.0,14.0,7.9
2026-02-24 23:00:00,"Pułaskiego, Piastów, Mazowieckie, Poland",8280,67.0,19.0,11.5
2026-02-24 23:00:00,"Varna - SOU Angel Kanchev, Bulgaria",10577,40.0,13.0,5.9
2026-02-24 23:00:00,"Com. Budeasa, Caloteşti, Romania",6833,0.0,13.0,4.0
2026-02-24 23:00:00,"Bor Gradski park, Serbia",12643,46.0,11.0,0.0
2026-02-24 23:00:00,"Smederevo Carina, Serbia",9257,53.0,13.0,4.8
2026-02-24 23:00:00,"Beograd Leštane, Serbia",14783,75.0,31.0,16.5
2026-02-24 23:00:00,"Str. Ioan Slavici, Satu Mare, Romania",6873,0.0,9.0,6.3
2026-02-24 23:00:00,"Kazincbarcika, Kazincbarcika, Hungary",3351,72.0,22.0,5.6
2026-02-24 23:00:00,"Sos. Sloboziei, Giurgiu, Romania",8585,0.0,14.0,6.1
2026-02-24 23:00:00,"Str. Stefan Cel Mare, Vaslui, Romania",6877,0.0,42.0,3.8
2026-02-24 23:00:00,"Szeged 2 Rózsa u., Szeged, Hungary",3337,30.0,8.0,11.1
2026-02-24 23:00:00,"Str. 1 Decembrie 1918, Tecuci, Romania",6857,0.0,29.0,10.8
2026-02-24 23:00:00,"Niš O.š. Sveti Sava, Serbia",12644,188.0,89.0,19.7
2026-02-24 23:00:00,"Beograd Obrenovac Ušće, Serbia",14564,15.0,4.0,1.6
2026-02-24 23:00:00,"Str. Calea Galaţi, Brăila, Romania",6840,0.0,36.0,5.7
2026-02-24 23:00:00,"Str. Teilor, Fieni, Romania",6852,0.0,14.0,10.1
2026-02-24 23:00:00,"Str. Tudor Vladimirescu, Zlatna, Romania",6831,0.0,17.0,8.8
2026-02-24 23:00:00,"EMEP, Vodna nadrz, Starina, Slovakia",3130,21.0,3.0,1.0
2026-02-24 23:00:00,"Połaniec, Poland",6551,26.0,8.0,3.4
2026-02-24 23:00:00,"Str. Băile Romane, Drobeta Turnu Severin, Romania",6862,0.0,15.0,6.5
2026-02-24 23:00:00,"Aleea Grădiste, Slatina, Romania",8588,0.0,14.0,5.1
2026-02-24 23:00:00,"Brzozowa, Otwock, Mazowieckie, Poland",9037,65.0,18.0,5.7
2026-02-24 23:00:00,"G.Oryahovitsa, Bulgaria",10572,0.0,5.0,2.6
2026-02-24 23:00:00,"Beograd Franša Deperea, Serbia",14782,62.0,23.0,26.7
2026-02-24 23:00:00,"Str. Ostrovei, Râmnicu Vâlcea, Romania",6876,0.0,25.0,6.2
2026-02-24 23:00:00,"Szymbark, Szymbark 430, Krakow, Poland",14890,0.0,13.0,1.5
2026-02-24 23:00:00,"Str. Libertatii, Turnu Magurele, Romania",4161,0.0,4.0,3.5
2026-02-24 23:00:00,"Veliki Crljeni, Serbia",14563,111.0,40.0,8.3
2026-02-24 23:00:00,"Str. Brăilei, Galaţi, Romania",8582,0.0,26.0,8.5
2026-02-24 23:00:00,"Str. Uzinei, Râmnicu Vâlcea, Romania",7642,0.0,30.0,10.8
2026-02-24 23:00:00,"Calea Pietroasa, Campulung, Romania",4163,0.0,38.0,6.1
2026-02-24 23:00:00,"Lublin ul.Obywatelska, Poland",6480,23.0,6.0,0.1
2026-02-24 23:00:00,"Sajószentpéter, Sajószentpéter, Hungary",3357,85.0,28.0,5.2
2026-02-24 23:00:00,"Str. Constructorilor, Rovinari, Romania",4176,115.0,45.0,5.3
2026-02-24 23:00:00,"Bdul Bucuresti, Ploieşti, Romania",4186,0.0,32.0,12.2
2026-02-24 23:00:00,"Str. Unirii, Moldova Noua, Romania",4192,0.0,17.0,0.0
2026-02-24 23:00:00,"Biała Podlaska, Poland",6479,0.0,10.0,1.8
2026-02-24 23:00:00,"Letna, Velka Ida, Slovakia",3122,57.0,22.0,0.0
2026-02-24 23:00:00,"Eger 2 Malomárok u., Eger, Hungary",3349,0.0,23.0,10.6
2026-02-24 23:00:00,"Małogoszcz, ul. Słoneczna 18, Poland",14912,34.0,9.0,3.3
2026-02-24 23:00:00,"Str. Lacul Morii, Lacul Morii, Romania",7655,77.0,26.0,32.6
2026-02-24 23:00:00,"Beograd Sopot, Serbia",14785,75.0,24.0,2.9
2026-02-24 23:00:00,"Str. Petru Maior, Reşiţa, Romania",4170,0.0,16.0,4.4
2026-02-24 23:00:00,"Nyíregyháza, Nyíregyháza, Hungary",3380,30.0,21.0,9.5
2026-02-24 23:00:00,"Comuna Baloteşti, Baloteşti, Romania",7658,82.0,28.0,11.6
2026-02-24 23:00:00,"Str. Mărăşeşti, Suceava, Romania",4194,54.0,15.0,3.0
2026-02-24 23:00:00,"str. Mihai Viteazu, Vulcan, Romania",4193,0.0,17.0,3.3
2026-02-24 23:00:00,"Debrecen Kalotaszeg tér, Debrecen, Hungary",3378,42.0,25.0,15.5
2026-02-24 23:00:00,"Meteo. st, Ganovce, Slovakia",3128,13.0,6.0,1.4
2026-02-24 23:00:00,"Rymanów-Zdrój, Poland",9577,33.0,9.0,0.0
2026-02-24 23:00:00,"Lovech, Bulgaria",10574,0.0,11.0,0.0
2026-02-24 23:00:00,"Str. Tudor Vladimirescu, Calarasi, Romania",6847,0.0,13.0,5.5
2026-02-24 23:00:00,"Str. Mihai Viteazu, Slobozia, Romania",4179,0.0,18.0,2.4
2026-02-24 23:00:00,"Str. Dunarii, Alexandria, Romania",4160,0.0,12.0,6.6
2026-02-24 23:00:00,"Hernádszurdok, Hernádszurdok, Hungary",3350,13.0,10.0,0.0
2026-02-24 23:00:00,"Gołuchów, Ujęcie Wody, Poland",14910,0.0,5.0,2.5
2026-02-24 23:00:00,"Str Mihai Viteazu, Constanţa, Romania",7648,0.0,29.0,11.7
2026-02-24 23:00:00,"Ruse - Vazrazhdane, Bulgaria",10560,22.0,11.0,5.2
2026-02-24 23:00:00,"str. Muncii, Turceni, Romania",7649,0.0,34.0,4.6
2026-02-24 23:00:00,"Smederevo Radinac, Serbia",14566,45.0,12.0,4.1
2026-02-24 23:00:00,"Str. Meteorologiei, Zalău, Romania",6872,22.0,6.0,3.1
2026-02-24 23:00:00,"Str. Rozelor, Oţelu Roşu, Romania",6848,0.0,19.0,5.9
2026-02-24 23:00:00,"Shumen, Bulgaria",10563,0.0,9.0,3.3
2026-02-24 23:00:00,"Calea Bucuresti, Craiova, Romania",8580,0.0,22.0,33.2
2026-02-24 23:00:00,"Čačak, Serbia",14558,58.0,17.0,4.6
2026-02-24 23:00:00,"Str. Cauciucului, Oneşti, Romania",4166,0.0,23.0,10.0
2026-02-24 23:00:00,"Str. Rampei, Tarnaveni, Romania",6867,0.0,33.0,3.7
2026-02-24 23:00:00,"Str. Ioan Fluieras, Arad, Romania",4164,0.0,12.0,18.8
2026-02-24 23:00:00,"Nowa Huta, Kraków, Małopolska, Poland",3403,37.0,10.0,4.2
2026-02-24 23:00:00,"Com. Oarja, Oarja, Romania",6834,0.0,9.0,1.8
2026-02-24 23:00:00,"Str. Soseaua Suruia, Focșani, Romania",4196,0.0,35.0,7.0
2026-02-24 23:00:00,"Beograd Des. Stefana, Serbia",8761,58.0,17.0,13.1
2026-02-24 23:00:00,"Beograd Lazarevac, Serbia",14560,56.0,15.0,2.9
2026-02-24 23:00:00,"Str. Isaccei- Parc Lac Ciuperca, Tulcea, Romania",4195,0.0,9.0,3.0
2026-02-24 23:00:00,"Str. Valea Albă, Piatra Neamţ, Romania",4183,53.0,15.0,3.9
2026-02-24 23:00:00,"Str. Aurel Vlaicu, Cluj-Napoca, Romania",8591,0.0,20.0,8.2
2026-02-24 23:00:00,"Arm.gen. L. Svobodu, Presov, Slovakia",3129,34.0,9.0,16.5
2026-02-24 23:00:00,"Oszlár, Oszlár, Hungary",3355,0.0,10.0,0.0
2026-02-24 23:00:00,"Rzeszów-Piłsudskiego-WIOS, Poland",13042,32.0,12.0,3.1
2026-02-24 23:00:00,"Str. Brestei, Breasta, Romania",6853,0.0,26.0,3.1
2026-02-24 23:00:00,"odesa; Odessa Gonzales, Midland, Texas",196,40.0,0.0,0.0
2026-02-24 23:00:00,"elpueleutodesantamalia; Rio San Pedro, Puerto Real, Spain",8448,31.0,15.0,7.8
2026-02-24 23:00:00,"rhode-saint-genese; Ukkel, Belgium",2992,27.0,13.0,3.2
2026-02-24 23:00:00,"telaviva; Tel Aviv (ישראל, Aviv)",5783,35.0,9.0,6.8
2026-02-24 23:00:00,"telaviva; The Peace Train - Gush Dan, Israel (ישראל,רכבת השלום, גוש דן)",9992,62.0,0.0,23.0
2026-02-24 23:00:00,"telaviva; Yoseftal Train - Gush Dan, Israel (ישראל,רכבת יוספטל, גוש דן)",9990,62.0,0.0,12.7
2026-02-24 23:00:00,"telaviva; Komemiyut Train Station - Gush Dan, Israel (ישראל,רכבת קוממיות, גוש דן)",9991,60.0,0.0,7.5
2026-02-24 23:00:00,"telaviva; The Haganah Train - Gush Dan, Israel (ישראל,רכבת ההגנה, גוש דן)",9989,59.0,0.0,24.4
2026-02-24 23:00:00,"telaviva; Or Yehuda - inner plain, Israel (ישראל,אור יהודה, שפלה פנימית)",9987,49.0,0.0,10.0
2026-02-24 23:00:00,"telaviva; Levinsky, Tel Aviv Metropolitan Area, Israel (ישראל,לוינסקי, גוש דן)",11911,37.0,22.0,30.8
2026-02-24 23:00:00,"telaviva; Antokolski Gush Dan, Israel (ישראל,אנטוקולסקי, גוש דן)",2962,35.0,0.0,6.8
2026-02-24 23:00:00,"telaviva; Through the D'', Gush Dan, Israel (ישראל,דרך פ''ת, גוש דן)",2963,16.0,0.0,15.9
2026-02-24 23:00:00,"telaviva; Highway 4, Gush Dan, Israel (ישראל,כביש 4, גוש דן)",2959,27.0,9.0,26.4
2026-02-24 23:00:00,"telaviva; Urban D, Gush Dan, Israel (ישראל,עירוני ד, גוש דן)",2960,24.0,9.0,12.4
2026-02-24 23:00:00,"telaviva; Dan, Japheth Jaffa, Israel (ישראל,יפת יפו, גוש דן)",2987,24.0,9.0,0.6
2026-02-24 23:00:00,"telaviva; Holon, Gush Dan, Israel (ישראל,חולון, גוש דן)",2958,21.0,9.0,7.3
2026-02-24 23:00:00,"telaviva; Hint, Gush Dan, Israel (ישראל,רמז, גוש דן)",2964,25.0,9.0,24.8
2026-02-24 23:00:00,"telaviva; Mobile stations 4, Israel (ישראל,ניידת4, תחנות ניידות)",8894,50.0,0.0,8.8
2026-02-25 02:00:00,"Str. Piata Victoriei, Ploieşti, Romania",6868,0.0,14.0,21.1
2026-02-25 02:00:00,"Kragujevac, Serbia",14789,38.0,11.0,3.2
2026-02-25 02:00:00,"Pančevo Starčevo, Serbia",8762,48.0,13.0,7.1
2026-02-25 02:00:00,"Str. Rampei, Tarnaveni, Romania",6867,0.0,33.0,3.5
2026-02-25 02:00:00,"Zeleznicna, Poprad, Slovakia",13827,30.0,8.0,11.9
2026-02-25 02:00:00,"Krosno-Kletówki-WIOS, Poland",14678,29.0,8.0,0.0
2026-02-25 02:00:00,"G.Oryahovitsa, Bulgaria",10572,0.0,9.0,1.9
2026-02-25 02:00:00,"Str. Tudor Vladimirescu, Calarasi, Romania",6847,0.0,11.0,5.0
2026-02-25 02:00:00,"Str. Castanilor, Braşov, Romania",7646,0.0,8.0,1.6
2026-02-25 02:00:00,"Shumen, Bulgaria",10563,0.0,9.0,2.5
2026-02-25 02:00:00,"Beograd Surčin, Serbia",14787,52.0,14.0,6.1
2026-02-25 02:00:00,"Comuna Tetchea, Tetchea, Romania",6839,0.0,29.0,6.7
2026-02-25 02:00:00,"Beograd Zemun TB, Serbia",14565,60.0,16.0,3.7
2026-02-25 02:00:00,"Str. Meteorologiei, Zalău, Romania",6872,23.0,6.0,3.1
2026-02-25 02:00:00,"Comuna Sinandrei, Sinandrei, Romania",4189,0.0,16.0,4.9
2026-02-25 02:00:00,"Str. Lacul Morii, Lacul Morii, Romania",7655,74.0,25.0,18.2
2026-02-25 02:00:00,"Str. Calea Galaţi, Brăila, Romania",6840,0.0,34.0,4.6
2026-02-25 02:00:00,"Miskolc Alföldi, Miskolc, Hungary",8649,80.0,27.0,0.0
2026-02-25 02:00:00,"Str. Vlad Ţepeş, Târgovişte, Romania",6851,0.0,16.0,17.5
2026-02-25 02:00:00,"Str. Valea Albă, Piatra Neamţ, Romania",4183,54.0,15.0,4.5
2026-02-25 02:00:00,"Bdul Unirii, Baia Mare, Romania",4182,0.0,14.0,17.0
2026-02-25 02:00:00,"EMEP, Vodna nadrz, Starina, Slovakia",3130,21.0,6.0,1.0
2026-02-25 02:00:00,"Şoseaua Constanţei, Mangalia, Romania",4173,0.0,19.0,2.5
2026-02-25 02:00:00,"Str. Drumul Taberei, Drumul Taberei, Romania",7656,0.0,19.0,17.7
2026-02-25 02:00:00,"Str. Libertatii, Turnu Magurele, Romania",4161,0.0,4.0,3.1
2026-02-25 02:00:00,"Str. Soseaua Suruia, Focșani, Romania",4196,0.0,32.0,5.3
2026-02-25 02:00:00,"Str. Hipodromului, Sibiu, Romania",6870,0.0,11.0,10.1
2026-02-25 02:00:00,"Zamość, Poland",6481,20.0,5.0,1.5
2026-02-25 02:00:00,"Str. Ioan Fluieras, Arad, Romania",4164,0.0,12.0,17.5
2026-02-25 02:00:00,"Miskolc Lavotta, Miskolc, Hungary",3353,0.0,6.0,0.0
2026-02-25 02:00:00,"Sajószentpéter, Sajószentpéter, Hungary",3357,65.0,19.0,4.6
2026-02-25 02:00:00,"IGPAN, Belsk, Mazowieckie, Poland",3396,0.0,5.0,3.5
2026-02-25 02:00:00,"Com. Oarja, Oarja, Romania",6834,0.0,8.0,5.1
2026-02-25 02:00:00,"Beograd Obrenovac Ušće, Serbia",14564,14.0,3.0,0.9
2026-02-25 02:00:00,"Obrenovac Centar, Serbia",9254,75.0,26.0,6.3
2026-02-25 02:00:00,"Calea Pietroasa, Campulung, Romania",4163,0.0,40.0,4.6
2026-02-25 02:00:00,"Str. Tudor Vladimirescu, Zlatna, Romania",6831,0.0,18.0,7.6
2026-02-25 02:00:00,"Str. Mihai Viteazu, Slobozia, Romania",4179,0.0,13.0,2.3
2026-02-25 02:00:00,"Str. Victoriei, Piteşti, Romania",7644,58.0,16.0,7.1
2026-02-25 02:00:00,"Pančevo Vatrog dom, Serbia",8817,48.0,12.0,14.1
2026-02-25 02:00:00,"Str. Vasile Alecsandri, Târgu Jiu, Romania",8581,75.0,24.0,16.3
2026-02-25 02:00:00,"Ursynów, Warszawa, Mazowieckie, Poland",3392,72.0,21.0,9.1
2026-02-25 02:00:00,"Str. Războieni, Bacău, Romania",7645,0.0,23.0,4.2
2026-02-25 02:00:00,"Oszlár, Oszlár, Hungary",3355,0.0,14.0,0.0
2026-02-25 02:00:00,"Devnya - Izvorite, Bulgaria",10567,0.0,24.0,5.0
2026-02-25 02:00:00,"Bor Gradski park, Serbia",12643,60.0,16.0,0.0
2026-02-25 02:00:00,"Beograd Barajevo, Serbia",14780,54.0,15.0,0.7
2026-02-25 02:00:00,"Str. Ostrovei, Râmnicu Vâlcea, Romania",6876,0.0,25.0,6.1
2026-02-25 02:00:00,"Lublin ul.Obywatelska, Poland",6480,35.0,9.0,1.3
2026-02-25 02:00:00,"str. Dorobanti, Nadlac, Romania",6836,0.0,10.0,5.7
2026-02-25 02:00:00,"Nam. slobody, Humenne, Slovakia",3126,38.0,6.0,2.8
2026-02-25 02:00:00,"str. Muncii, Turceni, Romania",7649,0.0,27.0,3.9
2026-02-25 02:00:00,"Tochtermana, Radom, Mazowieckie, Poland",3393,60.0,20.0,3.9
2026-02-25 02:00:00,"Str. Dunarii, Alexandria, Romania",4160,0.0,12.0,3.4
2026-02-25 02:00:00,"Ruse - Vazrazhdane, Bulgaria",10560,103.0,14.0,17.5
2026-02-25 02:00:00,"Beograd Des. Stefana, Serbia",8761,51.0,13.0,7.4
2026-02-25 02:00:00,"Połaniec, Poland",6551,32.0,9.0,2.3
2026-02-25 02:00:00,"Roosevelta, Żyrardów, Mazowieckie, Poland",3395,39.0,11.0,0.3
2026-02-25 02:00:00,"Str. Decebal, Medgidia, Romania",4175,0.0,21.0,2.2
2026-02-25 02:00:00,"Comuna Baloteşti, Baloteşti, Romania",7658,79.0,26.0,26.0
2026-02-25 02:00:00,"Calea Bucuresti, Craiova, Romania",8580,0.0,21.0,7.9
2026-02-25 02:00:00,"Str. Lalelelor, Alba Iulia, Romania",4162,0.0,20.0,7.3
2026-02-25 02:00:00,"str. Principala, Buchin, Romania",4171,0.0,19.0,21.9
2026-02-25 02:00:00,"SNP, Krompachy, Slovakia",3144,25.0,6.0,1.9
2026-02-25 02:00:00,"Pod Vinbargom, Bardejov, Slovakia",13822,21.0,5.0,1.0
2026-02-25 02:00:00,"Pirot, Serbia",14562,60.0,16.0,3.4
2026-02-25 02:00:00,"Str. Traian, Galaţi, Romania",7650,0.0,19.0,3.7
2026-02-25 02:00:00,"Str. Baile Jigodin, Miercurea Ciuc, Romania",7652,0.0,14.0,0.8
2026-02-25 02:00:00,"Letna, Velka Ida, Slovakia",3122,34.0,14.0,0.0
2026-02-25 02:00:00,"Kazincbarcika, Kazincbarcika, Hungary",3351,59.0,16.0,4.8
2026-02-25 02:00:00,"Str. Gării, Mediaş, Romania",4187,0.0,12.0,4.3
2026-02-25 02:00:00,"Str. M. Kogălniceanu, Sebeş, Romania",6830,0.0,16.0,4.3
2026-02-25 02:00:00,"Hernádszurdok, Hernádszurdok, Hungary",3350,34.0,14.0,0.0
2026-02-25 02:00:00,"M.R.Stefanika, Vranov nad Top., Slovakia",3131,21.0,4.0,6.9
2026-02-25 02:00:00,"EMEP, AU SAV, Stara Lesna, Slovakia",3127,9.0,2.0,2.8
2026-02-25 02:00:00,"Nowy Sącz, Małopolska, Poland",3404,20.0,6.0,4.2
